MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,TotalSF,HouseAge,RemodAge,TotalBath,TotalPorchSF,HasGarage,HasBasement,HasFireplace,HasPool,QualityIndex,SalePrice
30,RM,50.0,6000,Pave,nan,4,Lvl,AllPub,Inside,3,BrkSide,Norm,Norm,1Fam,1Story,5,7,1921,1950,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,0.0,3,3,CBlock,3,3,1,2,616,1,0,0,616,GasA,4,1,SBrkr,616,0,0,616,0,0,1,0,2,1,3,4,Typ,0,0,Detchd,1921.0,1,1,205,3,3,Y,0,0,129,0,0,0,0,nan,nan,0,6,2006,WD,Normal,1232,85,56,1.0,129,1,1,0,0,6.0,89000
20,RL,57.0,6420,Pave,nan,3,Lvl,AllPub,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,3,3,PConc,5,4,2,2,210,5,551,219,980,GasA,2,1,FuseA,1148,0,0,1148,0,1,1,0,2,1,3,6,Typ,0,0,Detchd,1952.0,1,1,308,3,3,Y,0,0,0,0,0,0,0,nan,nan,0,9,2006,WD,Normal,2128,54,54,1.5,0,1,1,0,0,6.0,123500
20,RL,65.0,8450,Pave,nan,4,Lvl,AllPub,Inside,3,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1965,2009,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,3,4,CBlock,3,3,1,6,553,4,117,224,894,GasA,5,1,SBrkr,894,0,0,894,1,0,1,0,3,1,3,5,Typ,1,4,Detchd,1973.0,1,1,336,3,3,Y,416,144,0,0,0,0,0,MnPrv,nan,0,4,2010,WD,Normal,1788,45,1,2.0,144,1,1,1,0,6.5,138500
120,FV,59.0,4282,Pave,Pave,2,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,4,3,PConc,4,3,2,6,16,1,0,1375,1391,GasA,5,1,SBrkr,1391,0,0,1391,0,0,2,0,2,1,4,5,Typ,0,0,Attchd,2004.0,2,2,530,3,3,Y,156,158,0,0,0,0,0,nan,nan,0,7,2008,WD,Normal,2782,4,4,2.0,158,1,1,0,0,6.0,196000
20,RL,85.0,14331,Pave,nan,4,Lvl,AllPub,Inside,3,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,630.0,4,3,PConc,5,3,4,6,1274,1,0,526,1800,GasA,5,1,SBrkr,1800,0,0,1800,1,0,2,0,3,1,4,7,Typ,1,4,Attchd,2002.0,3,3,765,3,3,Y,270,78,0,0,0,0,0,nan,nan,0,5,2006,WD,Normal,3600,4,4,3.0,78,1,1,1,0,6.5,312500
20,RL,80.0,9600,Pave,nan,4,Lvl,AllPub,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,7,5,1969,1969,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,3,3,CBlock,3,3,1,1,0,1,0,1164,1164,GasA,3,1,SBrkr,1164,0,0,1164,0,0,1,1,3,1,3,6,Typ,0,0,Attchd,1969.0,1,2,528,3,3,Y,0,0,0,0,0,0,0,nan,nan,0,7,2006,COD,Normal,2328,37,37,1.5,0,1,1,0,0,6.0,140000
60,RL,82.0,12438,Pave,nan,3,Lvl,AllPub,Inside,3,StoneBr,Norm,Norm,1Fam,2Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,466.0,5,3,PConc,5,4,1,1,0,1,0,1234,1234,GasA,5,1,SBrkr,1264,1312,0,2576,0,0,2,1,4,1,5,10,Typ,1,4,BuiltIn,2006.0,3,3,666,3,3,Y,324,100,0,0,0,0,0,nan,nan,0,7,2006,New,Partial,3810,0,0,2.5,100,1,1,1,0,6.5,361919
190,RM,76.0,7630,Pave,nan,4,Lvl,AllPub,Inside,3,OldTown,Feedr,Norm,2fmCon,2Story,5,9,1900,1996,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,3,4,BrkTil,4,3,1,1,0,1,0,360,360,GasA,4,1,SBrkr,1032,780,0,1812,0,0,2,0,4,2,4,8,Typ,1,1,Detchd,1999.0,1,2,672,3,3,N,344,0,40,0,0,0,0,MnPrv,nan,0,5,2010,WD,Normal,2172,110,14,2.0,40,1,1,1,0,7.0,140000
20,RL,70.0,8400,Pave,nan,4,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,109.0,4,3,PConc,4,3,3,6,712,1,0,761,1473,GasA,5,1,SBrkr,1484,0,0,1484,1,0,2,0,3,1,4,7,Typ,0,0,Attchd,2004.0,2,2,606,3,3,Y,0,35,0,144,0,0,0,nan,nan,0,5,2010,WD,Normal,2957,6,5,3.0,179,1,1,0,0,6.0,213000
190,RM,70.0,5600,Pave,nan,4,Lvl,AllPub,Inside,3,IDOTRR,Norm,Norm,2fmCon,2Story,4,5,1930,1950,Hip,CompShg,VinylSd,Wd Shng,BrkFace,0.0,2,2,Slab,0,0,0,0,0,0,0,0,0,GasA,2,0,SBrkr,372,720,0,1092,0,0,2,0,3,2,2,7,Mod,0,0,nan,1980.0,0,0,0,0,0,N,0,0,0,0,0,0,0,nan,Othr,3500,7,2010,WD,Normal,1092,80,60,2.0,0,0,0,0,0,4.5,55000
20,RL,69.0,115149,Pave,nan,2,Low,AllPub,CulDSac,1,ClearCr,Norm,Norm,1Fam,1Story,7,5,1971,2002,Gable,CompShg,Plywood,Plywood,Stone,351.0,3,3,CBlock,4,3,4,6,1219,1,0,424,1643,GasA,3,1,SBrkr,1824,0,0,1824,1,0,2,0,2,1,4,5,Typ,2,3,Attchd,1971.0,1,2,739,3,3,Y,380,48,0,0,0,0,0,nan,nan,0,6,2007,WD,Normal,3467,36,5,3.0,48,1,1,1,0,6.0,302000
120,RL,48.0,6240,Pave,nan,4,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,176.0,4,3,PConc,4,3,1,6,863,1,0,461,1324,GasA,5,1,SBrkr,1324,0,0,1324,1,0,2,0,2,1,4,6,Typ,1,4,Attchd,2006.0,3,2,550,3,3,Y,192,38,0,0,0,0,0,nan,nan,0,12,2009,WD,Normal,2648,3,3,3.0,38,1,1,1,0,6.5,254000
60,RL,65.0,9018,Pave,nan,3,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,4,3,3,1,0,1,0,728,728,GasA,5,1,SBrkr,728,728,0,1456,0,0,2,1,3,1,4,8,Typ,1,4,Attchd,2007.0,3,2,400,3,3,Y,100,24,0,0,0,0,0,nan,nan,0,7,2007,New,Partial,2184,0,0,2.5,24,1,1,1,0,6.0,179540
20,RL,69.0,7162,Pave,nan,3,Lvl,AllPub,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkCmn,41.0,3,3,PConc,3,3,1,1,0,1,0,876,876,GasA,3,1,SBrkr,904,0,0,904,0,0,1,0,3,1,3,6,Typ,0,0,Attchd,1966.0,1,1,408,3,3,Y,0,0,0,0,0,0,0,MnPrv,nan,0,12,2008,WD,Abnorml,1780,42,42,1.0,0,1,1,0,0,6.0,109900
30,RL,56.0,4130,Pave,nan,3,Lvl,AllPub,Inside,3,BrkSide,Norm,Norm,1Fam,1Story,3,6,1935,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,CBlock,3,3,1,1,0,1,0,270,270,GasA,4,1,SBrkr,729,0,0,729,0,0,1,0,2,1,3,5,Maj2,0,0,nan,1980.0,0,0,0,0,0,N,0,0,0,0,0,0,0,nan,nan,0,7,2008,WD,Normal,999,73,5,1.0,0,0,1,0,0,4.5,52000
50,C (all),66.0,8712,Pave,Pave,4,HLS,AllPub,Inside,2,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,7,1900,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,3,3,Stone,3,3,2,1,0,1,0,859,859,GasA,4,1,SBrkr,859,319,0,1178,0,0,1,0,2,1,3,7,Typ,0,0,Detchd,1964.0,2,1,384,3,3,N,68,0,98,0,0,0,0,nan,nan,0,1,2010,WD,Abnorml,2037,110,60,1.0,98,1,1,0,0,5.5,102776
120,RL,40.0,4671,Pave,nan,3,HLS,AllPub,Inside,3,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,4,3,PConc,4,3,2,6,767,1,0,461,1228,GasA,4,1,SBrkr,1228,0,0,1228,1,0,2,0,2,1,4,5,Typ,1,4,Attchd,1988.0,3,2,472,3,3,Y,168,120,0,0,0,0,0,nan,nan,0,10,2008,WD,Normal,2456,20,19,3.0,120,1,1,1,0,6.5,189000
190,RL,60.0,9873,Pave,nan,4,Lvl,AllPub,Inside,3,BrkSide,RRAn,Norm,2fmCon,1Story,4,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,160.0,3,3,CBlock,3,3,3,5,789,1,0,171,960,GasW,3,0,SBrkr,960,0,0,960,1,0,1,0,3,1,3,6,Typ,0,0,Detchd,1970.0,1,2,576,3,3,Y,0,288,0,0,0,0,0,nan,nan,0,5,2006,WD,Normal,1920,36,36,2.0,288,1,1,0,0,4.5,129000
60,RL,69.0,13517,Pave,nan,3,Lvl,AllPub,CulDSac,3,Sawyer,RRAe,Norm,1Fam,2Story,6,8,1976,2005,Gable,CompShg,HdBoard,Plywood,BrkFace,289.0,4,3,CBlock,3,3,1,6,533,1,0,192,725,GasA,5,1,SBrkr,725,754,0,1479,0,0,2,1,3,1,4,6,Typ,0,0,Attchd,1976.0,2,2,475,3,3,Y,0,44,0,0,0,0,0,nan,nan,0,3,2010,WD,Normal,2204,34,5,2.5,44,1,1,0,0,7.0,130500
20,RL,78.0,10140,Pave,nan,4,Lvl,AllPub,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,6,5,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,3,3,CBlock,4,3,1,1,0,1,0,1064,1064,GasA,3,1,SBrkr,1350,0,0,1350,0,0,2,0,3,1,3,7,Typ,1,3,Attchd,1974.0,2,2,478,3,3,Y,0,0,0,0,0,0,0,MnPrv,nan,0,8,2009,WD,Normal,2414,35,35,2.0,0,1,1,1,0,5.5,165000
70,RM,60.0,10800,Pave,Grvl,4,Bnk,AllPub,Inside,3,OldTown,Norm,Norm,1Fam,2Story,7,8,1890,1998,Gable,CompShg,Wd Sdng,VinylSd,BrkFace,0.0,3,4,BrkTil,3,3,1,1,0,1,0,718,718,GasA,5,1,SBrkr,1576,978,0,2554,0,0,1,1,3,1,3,8,Typ,0,0,Detchd,1996.0,1,2,704,3,3,P,0,48,143,0,0,0,0,nan,nan,0,7,2007,WD,Normal,3272,117,9,1.5,191,1,1,0,0,7.5,159500
20,RL,80.0,10000,Pave,nan,4,Lvl,AllPub,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,5,6,1973,2000,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,3,3,CBlock,4,3,1,4,1084,1,0,92,1176,GasA,4,1,SBrkr,1178,0,0,1178,0,1,1,1,3,1,4,5,Typ,1,2,Attchd,1973.0,1,2,439,3,3,Y,224,0,0,0,0,0,0,MnPrv,nan,0,11,2008,WD,Normal,2354,35,8,2.0,0,1,1,1,0,5.5,157000
60,RL,96.0,10542,Pave,nan,4,Lvl,AllPub,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1994,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,651.0,4,3,PConc,4,3,4,6,1173,1,0,138,1311,GasA,5,1,SBrkr,1325,1093,0,2418,1,0,2,1,3,1,4,9,Typ,1,3,Attchd,1993.0,2,3,983,3,3,Y,250,154,216,0,0,0,0,nan,nan,0,8,2008,WD,Normal,3729,15,14,3.5,370,1,1,1,0,6.0,341000
20,RL,69.0,9920,Pave,nan,3,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,5,6,1969,1969,Gable,CompShg,HdBoard,Plywood,BrkFace,0.0,3,3,CBlock,4,3,4,5,523,1,0,448,971,GasA,3,1,SBrkr,971,0,0,971,0,0,1,1,3,1,3,5,Typ,1,1,Attchd,1969.0,1,1,300,3,3,Y,0,0,0,0,0,0,0,nan,nan,0,5,2006,WD,Normal,1942,37,37,1.5,0,1,1,1,0,5.5,128500
120,RL,69.0,6563,Pave,nan,3,Low,AllPub,CulDSac,2,StoneBr,Norm,Norm,1Fam,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,4,3,PConc,4,3,4,6,1148,1,0,594,1742,GasA,3,1,SBrkr,1742,0,0,1742,1,0,2,0,2,1,4,5,Typ,1,3,Attchd,1985.0,2,2,564,3,3,Y,114,28,234,0,0,0,0,nan,nan,0,12,2006,WD,Normal,3484,21,21,3.0,262,1,1,1,0,6.5,275000
120,RM,69.0,4426,Pave,nan,4,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,4,3,PConc,4,3,3,6,662,1,0,186,848,GasA,5,1,SBrkr,848,0,0,848,1,0,1,0,1,1,4,3,Typ,0,0,Attchd,2004.0,2,2,420,3,3,Y,160,0,0,0,0,0,0,nan,nan,0,5,2010,WD,Normal,1696,6,6,2.0,0,1,1,0,0,5.5,143000
20,RL,70.0,8120,Pave,nan,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,4,7,1970,1970,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,3,4,CBlock,3,3,1,5,191,1,0,673,864,GasA,5,1,SBrkr,864,0,0,864,0,0,1,0,3,1,3,5,Typ,0,0,Detchd,1994.0,1,2,463,3,3,Y,0,0,0,0,0,0,0,nan,nan,0,7,2009,WD,Normal,1728,39,39,1.0,0,1,1,0,0,5.5,124500
50,RL,60.0,8172,Pave,nan,4,Lvl,AllPub,Inside,3,Edwards,Norm,Norm,1Fam,1.5Fin,4,6,1954,1972,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,3,3,PConc,3,3,1,1,0,1,0,941,941,GasA,5,1,SBrkr,997,473,0,1470,0,0,2,0,4,1,3,7,Typ,0,0,Detchd,1958.0,1,1,548,3,3,Y,0,0,0,0,156,0,0,nan,nan,0,5,2008,WD,Normal,2411,54,36,2.0,156,1,1,0,0,5.0,135000
20,RL,86.0,13286,Pave,nan,3,Lvl,AllPub,Inside,3,Edwards,Norm,Norm,1Fam,1Story,9,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,340.0,5,3,PConc,5,3,1,6,1234,1,0,464,1698,GasA,5,1,SBrkr,1698,0,0,1698,1,0,2,0,3,1,5,8,Typ,1,4,Attchd,2007.0,3,3,768,3,3,Y,327,64,0,0,0,0,0,nan,nan,0,2,2009,WD,Normal,3396,2,1,3.0,64,1,1,1,0,7.0,320000
20,RL,60.0,6960,Pave,nan,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,4,6,1970,1970,Gable,CompShg,HdBoard,Plywood,BrkFace,0.0,3,3,CBlock,3,3,1,5,375,4,239,250,864,GasA,3,1,SBrkr,864,0,0,864,0,0,1,0,3,1,4,5,Typ,0,0,Detchd,1989.0,1,2,660,3,3,Y,96,0,0,0,0,0,0,nan,Shed,500,11,2009,WD,Normal,1728,39,39,1.0,0,1,1,0,0,5.0,120500
20,RL,69.0,21695,Pave,nan,3,Lvl,AllPub,Corner,3,Crawfor,Norm,Norm,1Fam,1Story,6,9,1988,2007,Hip,CompShg,Wd Sdng,Plywood,BrkFace,260.0,4,4,CBlock,4,3,1,6,808,1,0,72,880,GasA,5,1,SBrkr,1680,0,0,1680,1,0,2,0,3,1,4,5,Typ,1,4,Attchd,1988.0,3,2,540,3,3,Y,292,44,0,182,0,0,0,nan,nan,0,12,2009,WD,Normal,2560,21,2,3.0,226,1,1,1,0,7.5,222000
20,RL,64.0,7314,Pave,nan,4,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,82.0,4,3,PConc,4,3,3,6,724,1,0,508,1232,GasA,5,1,SBrkr,1232,0,0,1232,1,0,2,0,2,1,4,6,Typ,0,0,Attchd,2007.0,2,2,632,3,3,Y,132,0,0,0,0,0,0,nan,nan,0,2,2009,WD,Normal,2464,2,2,3.0,0,1,1,0,0,6.0,194500
90,RL,85.0,11475,Pave,nan,4,Lvl,AllPub,Corner,3,NAmes,Norm,Norm,Duplex,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,3,3,CBlock,3,3,1,1,0,1,0,1584,1584,GasA,3,1,SBrkr,1776,0,0,1776,1,0,2,0,4,2,3,9,Typ,0,0,Detchd,1968.0,1,3,888,3,3,Y,0,25,0,0,0,0,0,nan,nan,0,7,2009,COD,Abnorml,3360,51,51,3.0,25,1,1,0,0,5.0,110000
30,RM,52.0,6240,Pave,Grvl,4,Lvl,AllPub,Inside,3,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,3,3,CBlock,3,3,1,4,152,1,0,628,780,GasA,3,1,FuseA,848,0,360,1208,0,0,1,0,2,1,3,5,Typ,0,0,Detchd,1962.0,1,2,539,3,3,Y,0,23,112,0,0,0,0,nan,nan,0,1,2009,WD,Normal,1628,84,59,1.0,135,1,1,0,0,4.5,103000
120,RL,39.0,5389,Pave,nan,3,Lvl,AllPub,Inside,3,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,BrkFace,0.0,4,3,PConc,4,3,1,6,1180,1,0,415,1595,GasA,5,1,SBrkr,1616,0,0,1616,1,0,2,0,2,1,4,5,Typ,1,3,Attchd,1995.0,2,2,608,3,3,Y,237,152,0,0,0,0,0,nan,nan,0,3,2010,WD,Normal,3211,15,14,3.0,152,1,1,1,0,6.5,236500
80,RL,73.0,9590,Pave,nan,3,Lvl,AllPub,Corner,3,Timber,Norm,Norm,1Fam,SLvl,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,4,3,PConc,5,3,3,6,786,1,0,82,868,GasA,5,1,SBrkr,1146,0,0,1146,1,0,2,0,3,1,4,6,Typ,1,4,Attchd,2003.0,3,2,438,3,3,Y,160,22,0,0,0,0,0,nan,nan,0,5,2007,WD,Normal,2014,4,4,3.0,22,1,1,1,0,6.0,187500
60,RL,75.0,11404,Pave,nan,3,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,202.0,4,3,PConc,4,3,3,5,252,1,0,901,1153,GasA,5,1,SBrkr,1153,878,0,2031,0,0,2,1,3,1,4,8,Typ,1,3,Attchd,1998.0,3,2,541,3,3,Y,192,84,0,0,0,0,0,nan,nan,0,7,2008,WD,Normal,3184,10,9,2.5,84,1,1,1,0,6.0,222500
20,RL,80.0,10000,Pave,nan,4,Lvl,AllPub,Corner,3,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1961,1983,Hip,CompShg,HdBoard,HdBoard,BrkFace,0.0,3,3,CBlock,3,3,1,4,594,1,0,270,864,GasA,5,1,SBrkr,1144,0,0,1144,1,0,1,0,3,1,3,6,Typ,1,3,Attchd,1961.0,2,1,264,3,3,Y,165,0,0,0,0,0,0,GdWo,Shed,400,3,2009,WD,Normal,2008,48,26,2.0,0,1,1,1,0,5.5,131400
20,RL,69.0,8978,Pave,nan,3,Lvl,AllPub,Corner,3,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,Plywood,Plywood,BrkFace,0.0,3,3,PConc,3,3,1,1,0,1,0,948,948,GasA,3,1,SBrkr,948,0,0,948,0,0,1,0,3,1,3,6,Typ,0,0,Attchd,1968.0,1,1,300,3,3,Y,147,0,0,0,0,0,0,nan,nan,0,5,2007,WD,Family,1896,39,39,1.0,0,1,1,0,0,5.0,108000
75,RM,60.0,10800,Pave,nan,4,Lvl,AllPub,Inside,3,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,3,3,BrkTil,4,3,2,3,390,1,0,490,880,GasW,2,0,SBrkr,880,888,0,1768,0,0,1,1,2,1,3,6,Typ,2,3,Detchd,1914.0,1,2,320,3,3,N,0,341,0,0,0,0,0,nan,nan,0,10,2006,WD,Normal,2648,92,36,1.5,341,1,1,1,0,7.0,163000
90,RL,60.0,8544,Pave,nan,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,Stucco,Stone,BrkFace,0.0,3,3,CBlock,0,0,0,0,0,0,0,0,0,GasA,4,0,FuseF,1040,0,0,1040,0,0,2,0,2,2,3,6,Typ,0,0,Detchd,1949.0,1,2,400,3,3,Y,0,0,0,0,0,0,0,nan,nan,0,7,2006,WD,Normal,1040,56,56,2.0,0,1,0,0,0,3.5,93500
60,RL,72.0,10463,Pave,nan,3,HLS,AllPub,CulDSac,3,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,4,3,1,1,0,1,0,893,893,GasA,5,1,SBrkr,901,900,0,1801,0,0,2,1,3,1,4,8,Typ,1,4,Attchd,2005.0,3,3,800,3,3,Y,0,116,0,0,0,0,0,nan,nan,0,6,2006,WD,Normal,2694,1,1,2.5,116,1,1,1,0,6.5,239900
90,RL,60.0,10800,Pave,nan,4,Lvl,AllPub,Inside,3,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,BrkFace,0.0,3,3,CBlock,4,4,4,6,1200,1,0,0,1200,GasA,3,1,SBrkr,1200,0,0,1200,3,0,3,0,3,1,3,5,Typ,0,0,nan,1980.0,0,0,0,0,0,Y,120,0,0,0,0,0,0,nan,nan,0,3,2009,WD,Alloca,2400,22,21,6.0,0,0,1,0,0,5.0,179000
60,RL,65.0,9313,Pave,nan,3,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,4,3,1,1,0,1,0,864,864,GasA,5,1,SBrkr,864,864,0,1728,0,0,2,1,3,1,4,7,Typ,0,0,Attchd,2004.0,2,2,572,3,3,Y,187,56,0,0,0,0,0,nan,nan,0,4,2009,WD,Normal,2592,5,5,2.5,56,1,1,0,0,6.0,190000
70,RM,60.0,9600,Pave,Grvl,4,Lvl,AllPub,Inside,3,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,2002,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,0.0,3,4,BrkTil,2,2,1,1,0,1,0,264,264,GasA,5,1,SBrkr,768,664,0,1432,0,0,2,0,2,1,3,7,Typ,0,0,Detchd,1910.0,1,2,360,3,4,Y,270,0,112,0,0,0,0,GdPrv,nan,0,5,2007,WD,Abnorml,1696,97,5,2.0,112,1,1,0,0,6.0,132000
20,RL,65.0,6768,Pave,nan,3,Lvl,AllPub,Inside,3,Sawyer,Feedr,Norm,1Fam,1Story,6,8,1961,1996,Hip,CompShg,HdBoard,HdBoard,BrkFace,0.0,3,4,CBlock,3,3,2,6,832,1,0,80,912,GasA,4,1,SBrkr,912,0,0,912,1,1,1,0,3,1,4,5,Typ,0,0,Detchd,1962.0,1,1,288,3,3,Y,168,0,0,0,0,0,0,GdPrv,nan,0,5,2008,WD,Normal,1824,47,12,2.5,0,1,1,0,0,7.0,142000
20,RL,65.0,8450,Pave,nan,4,Lvl,AllPub,Inside,3,SawyerW,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,3,3,PConc,4,3,1,1,0,1,0,1349,1349,GasA,5,1,SBrkr,1349,0,0,1349,0,0,2,0,3,1,3,6,Typ,0,0,Attchd,2000.0,1,2,539,3,3,Y,120,55,0,0,0,0,0,GdPrv,nan,0,12,2007,WD,Normal,2698,7,6,2.0,55,1,1,0,0,6.0,179000
80,RL,70.0,12886,Pave,nan,3,Lvl,AllPub,Inside,3,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1963,1999,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,3,3,CBlock,4,3,3,5,444,1,0,76,520,GasA,5,1,SBrkr,1464,0,0,1464,0,1,2,0,3,1,3,6,Min2,1,3,Attchd,1997.0,2,2,480,3,3,Y,302,0,0,0,100,0,0,nan,nan,0,10,2009,WD,Normal,1984,46,10,2.5,100,1,1,1,0,5.5,175000
120,RL,41.0,5395,Pave,nan,3,HLS,AllPub,Inside,3,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,4,3,PConc,4,3,1,6,733,1,0,604,1337,GasA,4,1,SBrkr,1337,0,0,1337,1,0,2,0,2,1,4,5,Typ,1,3,Attchd,1993.0,2,2,462,3,3,Y,96,0,70,168,0,0,0,nan,nan,0,10,2008,WD,Normal,2674,15,15,3.0,238,1,1,1,0,6.5,180000
60,RL,69.0,8963,Pave,nan,3,Lvl,AllPub,Inside,3,NWAmes,Norm,Norm,1Fam,2Story,8,9,1976,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,289.0,5,4,CBlock,3,4,1,6,575,5,80,487,1142,GasA,5,1,SBrkr,1175,1540,0,2715,0,1,3,1,4,1,4,11,Typ,2,3,BuiltIn,1994.0,3,2,831,3,3,Y,0,204,0,0,0,0,0,nan,nan,0,7,2008,WD,Normal,3857,32,12,4.0,204,1,1,1,0,8.5,299800
60,RL,69.0,8795,Pave,nan,3,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,4,3,1,6,300,1,0,652,952,GasA,5,1,SBrkr,980,1276,0,2256,0,0,2,1,4,1,4,8,Typ,1,3,BuiltIn,2000.0,3,2,554,3,3,Y,224,54,0,0,0,0,0,nan,nan,0,4,2009,WD,Normal,3208,9,9,2.5,54,1,1,1,0,6.0,236000
